strategy,annualized_return,annualized_volatility,sharpe_ratio,max_drawdown,cumulative_return
equal_weight,0.019124311668443417,0.11081787542323063,0.013755106408797619,-0.18292545364026314,0.14180025069036395
minimum_variance,0.047088531546844115,0.009313518791867594,3.1662073385832428,-0.0033975393729938075,0.3800150427521234
max_sharpe,0.04755210727786041,0.010060114699889952,2.977312701831129,-0.002804498217514162,0.3842975293770532
