date,equal_weight,minimum_variance,max_sharpe
2020-06,0.04758418158017192,-0.00022970067110715382,-0.00034447115117303427
2020-07,0.0752698730987386,0.0028598037167956955,0.0028304921675478567
2020-08,0.009524435954960246,0.0008748008997270348,0.0009431354213584937
2020-09,-0.04017527716060103,0.0013934957770843188,0.0012428830834254612
2020-10,-0.0005394664133558635,0.00015481034021481906,0.0001854259883067732
2020-11,0.022026553781892125,0.001536820198955609,0.0016062269752863312
2020-12,0.014666851931708955,0.004481790371839581,0.004565612600285156
2021-01,-0.004310132930778356,0.0037600056222062916,0.0038285656905762988
2021-02,0.0008052390664376044,0.0004393764280274652,0.00043352732667934467
2021-03,-0.013089753059003879,0.0031792087392427467,0.002953731664564307
2021-04,0.014924641925378611,0.003731897496067434,0.0037674099119891923
2021-05,0.031177256076490516,0.0043841128173613495,0.004561218167904316
2021-06,0.006835274599569094,0.0009204540956201537,0.0007983650005524245
2021-07,-0.007629227308240417,0.005928344696122901,0.0051857960707697905
2021-08,0.028630949770518353,0.004685382185227989,0.004653876588337492
2021-09,-0.00929427827624583,0.0028231803216248598,0.0028886538306495085
2021-10,-0.0010883405225645083,0.001079124040246158,0.0011256262076572742
2021-11,0.024177456672601474,0.004827561995436341,0.004627123877087655
2021-12,0.008492241319778885,0.00448059334978492,0.004590709157462908
2022-01,-0.059258756256211985,0.004207299715223106,0.003099842621983764
2022-02,0.02176711073707025,0.0019822707644602065,0.001995361156374466
2022-03,-0.04803323922206354,-0.00018739898411109293,-0.0004954521247580406
2022-04,-0.06064109350862101,0.003190452412426829,0.003252028382815888
2022-05,0.04170239055859004,0.004781918999146139,0.0047367473761715335
2022-06,0.054003492610308367,0.004141164110802455,0.0041740341121536875
2022-07,-0.013296195766971466,0.0017518363231437738,0.001668340819382003
2022-08,-0.015929476548961763,0.005915954408752446,0.005862998971328588
2022-09,-0.0459084299937535,0.00044710514869551195,0.0004894004587978472
2022-10,-0.004911444443734286,0.002082978548745761,0.0024232210423833804
2022-11,0.038962487668418554,-9.93222839868205e-06,-0.0008475175473556353
2022-12,-0.01723624915501343,0.0016567213689392222,0.0012542119994985903
2023-01,0.046728236998824536,0.004279800029594486,0.0038742562118860746
2023-02,0.0030529183144207997,0.0007767057635108677,0.0008441206742684137
2023-03,-0.0018761987990466539,0.003196800430100208,0.003197074544285456
2023-04,-0.00657947797998761,0.0039410532505322945,0.0039294780688791785
2023-05,-0.019716734836493898,0.004347450540640988,0.004459331143229583
2023-06,0.003894431038780566,0.0045065760288627455,0.0044863266049177605
2023-07,0.010620297865427765,0.0038133081689420297,0.0036450168139329645
2023-08,-0.03393896024905766,0.0037713679142421103,0.00416997259981583
2023-09,-0.007301045618585643,-0.00023415703375261808,-8.286962936920829e-05
2023-10,-0.015596688236740623,0.0010571703770204724,0.0013201876987024809
2023-11,0.0012838648440841314,0.0018152310165218026,0.002015076810323293
2023-12,-0.011110949363927904,0.0034365848062757475,0.003659569061124663
2024-01,-0.07249821646576596,0.008555937809955104,0.009456514021088415
2024-02,0.07263538738871003,0.008041951549727427,0.00664834055001982
2024-03,0.0037567776870180802,0.003854363063213334,0.0038599965209135975
2024-04,0.014521946165039844,0.008560418473223369,0.008421243929074588
2024-05,-0.009903004777770856,0.003726460154903231,0.003797674738141453
2024-06,-0.03419601433080651,0.005949769313657744,0.006394403702905027
2024-07,-0.0007871249973217494,0.005977207703128921,0.006132011682395889
2024-08,-0.026701355141666622,0.003144855896923597,0.003595492820264778
2024-09,0.13730137001369858,0.006272381123178424,0.0038378111233708136
2024-10,0.01392741714292473,0.002896863366131965,0.002814123666805161
2024-11,0.005764597103110797,0.008668167060926641,0.008661593565257957
2024-12,-0.0038178506763064243,0.014316953067584893,0.014501462880285516
