strategy,annualized_return,annualized_volatility,sharpe_ratio,max_drawdown,cumulative_return
equal_weight,0.01927335299760702,0.12178523595903591,0.013740195881952981,-0.2025697934958619,0.14296963771647397
minimum_variance,0.04725290382421776,0.009031406477745951,3.2833096259463788,-0.0005257814606617339,0.38153220337484983
max_sharpe,0.04643158052199037,0.009104377438502549,3.1667822118249602,-0.001315718003909061,0.3739656177217181
