target_return,volatility,weight_000012,weight_000852,weight_000905,weight_399300,weight_H11001
0.06288719063612111,0.07721271261248687,0.2567989237223397,-0.5907384357013885,0.7318646899989836,-0.3979251780199349,1.0
0.0641682174762137,0.08398588525483727,0.2826536828310618,-0.6496411890751398,0.8077693562945129,-0.44078185005043485,1.0
0.06544924431630628,0.09079503651788198,0.30853516195377084,-0.7082945173089206,0.8830663453901587,-0.48330699003500904,1.0
0.06673027115639885,0.09763250898672474,0.33487622378069504,-0.7647529803566966,0.955108022347468,-0.5252312657714664,1.0
0.06801129799649143,0.10450295842010938,0.3643186707201761,-0.8048912405770404,0.9999999999999999,-0.5594274301431353,1.0
0.06929232483658401,0.11148843554722669,0.39890059340654266,-0.818013298489842,1.0,-0.5808872949167008,1.0
0.07057335167667658,0.11858895854288808,0.43355253439869684,-0.8309453564372729,1.0,-0.6026071779614239,1.0
0.07185437851676917,0.1257851486110775,0.4684581492579244,-0.8431890457989385,1.0,-0.625269103458986,1.0
0.07313540535686174,0.1330612025672984,0.5027770631857855,-0.8570248034594317,1.0,-0.6457522597263539,1.0
0.07441643219695432,0.14040523523384082,0.5368920532678012,-0.8714139250815098,1.0,-0.6654781281862915,1.0
0.0756974590370469,0.14780627844696992,0.5720098175957992,-0.8830819298275652,1.0,-0.6889278877682341,1.0
0.07697848587713947,0.15525689450971505,0.6066201296898391,-0.896126951083484,1.0,-0.7104931786063553,1.0
0.07825951271723205,0.1627500804955262,0.6410539307117582,-0.9096509503735974,1.0,-0.7314029803381609,1.0
0.07954053955732462,0.17028012398349032,0.6758982094586485,-0.9220610828218141,1.0,-0.7538371266368344,1.0
0.08082156639741721,0.1778424305150028,0.7105030095604953,-0.935121062070967,0.9999999999999998,-0.7753819474895282,1.0
0.08210259323750979,0.18543313441469408,0.7454672951803029,-0.9472055439585404,0.9999999999999998,-0.7982617512217622,1.0
0.08338362007760236,0.19304857360382846,0.7796823909339637,-0.9613230202665182,1.0,-0.8183593706674458,1.0
0.08466464691769494,0.2006862391605355,0.8144303737785907,-0.9739944582808379,1.0,-0.8404359154977529,1.0
0.08594567375778751,0.20834356957478772,0.848942312928764,-0.9873064259157839,1.0,-0.8616358870129801,1.0
0.0872267005978801,0.2160185044717365,0.883682139336495,-1.0,1.0,-0.8836821393364949,1.0
0.08850772743797268,0.223724922273687,0.9230997392107787,-0.9999999999999997,0.9999999999999997,-0.9230997392107787,1.0
0.08978875427806525,0.2314734026053462,0.9625173399054523,-1.0,1.0,-0.9625173399054526,1.0
0.09106978111815783,0.23944820792905253,0.9999999999999999,-1.0,0.9819650349561135,-0.9819650349561132,1.0
0.0923508079582504,0.2554452491087441,1.0,-1.0,0.6145678373755441,-0.6145678373755439,1.0
0.09363183479834299,0.27865262237528404,1.0,-1.0,0.2471706399776835,-0.24717063997768346,1.0
0.09491286163843557,0.3074418236155866,1.0,-1.0,-0.12022664645458585,0.12022664645458583,1.0
0.09619388847852814,0.34039957102531987,0.9999999999999984,-0.9999999999999996,-0.48762427970055283,0.48762427970055233,1.0
0.09747491531862072,0.3764324620269368,0.9999999999999987,-1.0,-0.8550212478405486,0.8550212478405499,1.0
