target_return,volatility,weight_HSREIT,weight_GOLD,weight_HSI,weight_SPX,weight_000012,weight_000852,weight_000905,weight_399300,weight_H11001
0.161280088568322,0.10544604563658913,-0.49505995201094616,0.3343169230955622,0.10732199876573592,0.5677883299484262,-0.43365934109497783,-0.11482427603233644,0.0758635932750647,-0.041747275946529015,1.0
0.16503421769242357,0.10888067011847281,-0.5113501570056997,0.34574652137462014,0.11002847357277548,0.586633161662939,-0.4476547731057236,-0.12010418691467833,0.08064157562496152,-0.04394061520919442,1.0
0.16878834681652516,0.1123195712377768,-0.5276708363341421,0.35727346312169883,0.11323936304989533,0.6056465812471418,-0.46195503896054557,-0.12508861683456604,0.0855694070734965,-0.04701432236297863,0.9999999999999999
0.17254247594062677,0.1157621796284831,-0.5438054006645713,0.3699365099983812,0.11599563789782279,0.6242925219958373,-0.47818614236997586,-0.13084335329106253,0.09067822581239839,-0.04806799937882983,1.0
0.17629660506472833,0.11920783598276125,-0.5603751790758628,0.3809143240155639,0.11872999778290229,0.6428121351686439,-0.4908561798519849,-0.13653206316172742,0.09579260829949619,-0.050485643177031254,1.0
0.18005073418882994,0.12265690857292302,-0.5767742486645172,0.3926613559099393,0.12201466680262561,0.6616285385731747,-0.5052852100515495,-0.14151102458150888,0.10047966098905714,-0.053213738977220856,0.9999999999999998
0.18380486331293155,0.1261090333230333,-0.5931606737202959,0.40476882837102096,0.12547334392527937,0.6805075589023132,-0.5206897745132958,-0.14664343102180757,0.10534611120819759,-0.055601963151411755,0.9999999999999999
0.1875589924370331,0.12956319462054197,-0.6096030105340529,0.4155271108040261,0.12841886335537314,0.6993250471470268,-0.5330304987263852,-0.15197772823201994,0.11082321909298536,-0.05948300290695329,0.9999999999999998
0.19131312156113472,0.13302009239548682,-0.6259565570970422,0.42721933971986337,0.13154748515024448,0.7181012887731759,-0.5472393960153814,-0.157103353937998,0.11568960405284061,-0.06225841064570267,0.9999999999999999
0.19506725068523634,0.1364800865969799,-0.6439387320968782,0.4348317958739446,0.13580475222034405,0.7374916398414916,-0.5559807465336599,-0.16136201787109267,0.12015039921524209,-0.06699709064939163,1.0
0.1988213798093379,0.13994044567483488,-0.6588536072045229,0.45008734821762364,0.13762573126361263,0.7556957326687476,-0.5751525186652258,-0.1673450508052034,0.12503153461935615,-0.06708917009438722,0.9999999999999994
0.2025755089334395,0.14342426370460246,-0.6717112840825374,0.4674137905740421,0.13884739237458554,0.7719903729884253,-0.5961809801715588,-0.21020787604237948,0.18792404554265743,-0.08807546118323459,0.9999999999999999
0.20632963805754106,0.14688842793143592,-0.6885142267535804,0.47792842526315943,0.14274363160502404,0.7909872910113463,-0.6084063516382645,-0.2148700235347177,0.19303638495429343,-0.09290513090726019,0.9999999999999997
0.21008376718164268,0.15035313259622943,-0.7051610407468245,0.48896909661013876,0.1459460152842869,0.8098996530658766,-0.6218504821081337,-0.21882989999153932,0.1960301461799127,-0.09500348829371764,1.0
0.2138378963057443,0.15381949844159348,-0.7217094946299478,0.5002514969364702,0.14923555625473717,0.8288386195632027,-0.6356063885049729,-0.22260554068849345,0.19891958318812844,-0.09732383211912413,0.9999999999999999
0.21759202542984585,0.15728743434770254,-0.738153301528698,0.511712248419329,0.15256377080937214,0.8478158263197711,-0.6495869279122143,-0.226258433047928,0.2017673120841029,-0.09986049514373471,0.9999999999999996
0.22134615455394746,0.160756889546639,-0.7544358813136405,0.5233672119005739,0.15592096379275247,0.8668673522461607,-0.6637893267615318,-0.22976185463711363,0.20459824584877406,-0.102766711075975,0.9999999999999998
